ref	pos	count	mean	std	min	25%	50%	75%	max
NC_045512.2	56	44369.0	5335.316392075548	12245.786230113117	0.0	78.0	1040.0	3554.0	389987.0
NC_045512.2	57	44369.0	5351.42371926345	12246.485638432709	0.0	78.0	1058.0	3604.0	390143.0
NC_045512.2	58	44369.0	5359.04090693953	12247.329297956392	0.0	79.0	1067.0	3627.0	390222.0
NC_045512.2	59	44369.0	5362.210552412721	12249.199815668226	0.0	79.0	1072.0	3642.0	390328.0
NC_045512.2	60	44369.0	5383.9291622529245	12249.761936411083	0.0	80.0	1095.0	3699.0	390401.0
NC_045512.2	61	44369.0	5387.50862088395	12250.76547533009	0.0	80.0	1098.0	3706.0	390434.0
NC_045512.2	62	44369.0	5398.278978566116	12252.117610407337	0.0	80.0	1110.0	3731.0	390506.0
NC_045512.2	63	44369.0	5415.657869233023	12252.2995905316	0.0	81.0	1125.0	3788.0	390531.0
NC_045512.2	64	44369.0	5417.184295341342	12253.345095372146	0.0	81.0	1126.0	3790.0	390563.0
NC_045512.2	65	44369.0	5426.648921544322	12254.085958409078	0.0	82.0	1138.0	3824.0	390574.0
NC_045512.2	66	44369.0	5430.189095990444	12254.091652243733	0.0	82.0	1142.0	3835.0	390576.0
NC_045512.2	67	44369.0	5432.683450156641	12254.546110315141	0.0	82.0	1143.0	3841.0	390579.0
NC_045512.2	68	44369.0	5434.883725123397	12254.419533477989	0.0	82.0	1146.0	3848.0	390578.0
NC_045512.2	69	44369.0	5437.1838220379095	12256.628530089427	0.0	82.0	1147.0	3851.0	390578.0
NC_045512.2	70	44369.0	5440.18001307219	12256.743238440065	0.0	82.0	1149.0	3864.0	390578.0
NC_045512.2	71	44369.0	5441.172800829408	12256.858033736902	0.0	82.0	1150.0	3866.0	390578.0
NC_045512.2	72	44369.0	5442.528544704636	12256.733330391946	0.0	82.0	1153.0	3872.0	390569.0
NC_045512.2	73	44369.0	5446.450765173882	12256.443037143885	0.0	83.0	1156.0	3888.0	390578.0
NC_045512.2	74	44369.0	5499.799567265433	12258.753515360893	0.0	85.0	1207.0	4087.0	390578.0
NC_045512.2	75	44369.0	5496.725371317812	12257.603111510922	0.0	80.0	1202.0	4088.0	390578.0
NC_045512.2	76	44369.0	5504.83517771417	12256.427487244493	0.0	79.0	1209.0	4121.0	390558.0
NC_045512.2	77	44369.0	5507.082039261647	12256.64947792816	0.0	78.0	1212.0	4134.0	390576.0
NC_045512.2	78	44369.0	5509.616669296131	12256.702073027556	0.0	78.0	1215.0	4143.0	390576.0
NC_045512.2	79	44369.0	5511.941332912619	12256.874596531396	0.0	78.0	1218.0	4153.0	390575.0
NC_045512.2	80	44369.0	5518.08611868647	12256.932002134105	0.0	79.0	1223.0	4165.0	390574.0
NC_045512.2	81	44369.0	5526.131443124704	12257.222428327224	0.0	79.0	1229.0	4198.0	390574.0
NC_045512.2	82	44369.0	5530.457075886317	12257.449233371322	0.0	79.0	1233.0	4214.0	390574.0
NC_045512.2	83	44369.0	5544.881403682752	12257.811446931899	0.0	80.0	1246.0	4268.0	390553.0
NC_045512.2	84	44369.0	5544.873898442606	12258.014791619775	0.0	80.0	1246.0	4267.0	390571.0
NC_045512.2	85	44369.0	5562.699294552503	12258.744639394363	0.0	81.0	1260.0	4335.0	390571.0
NC_045512.2	86	44369.0	5564.107800491334	12258.611638605444	0.0	81.0	1262.0	4342.0	390570.0
NC_045512.2	87	44369.0	5585.921882395366	12256.500919632072	0.0	89.0	1290.0	4400.0	390570.0
NC_045512.2	88	44369.0	5586.686042056391	12256.16077955802	0.0	89.0	1293.0	4402.0	390569.0
NC_045512.2	89	44369.0	5592.284049674322	12256.564720053602	0.0	90.0	1302.0	4415.0	390569.0
NC_045512.2	90	44369.0	5603.85900065361	12256.422306281216	0.0	90.0	1311.0	4455.0	390568.0
NC_045512.2	91	44369.0	5608.25215803827	12256.193864994186	0.0	91.0	1315.0	4473.0	390568.0
NC_045512.2	92	44369.0	5607.5039103878835	12256.124206796778	0.0	91.0	1314.0	4471.0	390564.0
NC_045512.2	93	44369.0	5619.08629899254	12257.097182614014	0.0	91.0	1326.0	4510.0	390563.0
NC_045512.2	94	44369.0	5635.3930672316255	12257.760809870997	0.0	92.0	1339.0	4579.0	390562.0
NC_045512.2	95	44369.0	5637.470012846808	12258.105933724413	0.0	92.0	1342.0	4583.0	390562.0
NC_045512.2	96	44369.0	5639.1889156843745	12258.55785305092	0.0	92.0	1342.0	4585.0	390561.0
NC_045512.2	97	44369.0	5620.658996145958	12260.315451895982	0.0	92.0	1333.0	4514.0	390559.0
NC_045512.2	98	44369.0	5606.19606031238	12262.98501759747	0.0	92.0	1320.0	4455.0	390557.0
NC_045512.2	99	44369.0	5598.886294484888	12265.311153541428	0.0	92.0	1322.0	4387.0	390549.0
NC_045512.2	100	44369.0	5596.060965989767	12266.2500715242	0.0	92.0	1317.0	4380.0	390551.0
NC_045512.2	101	44369.0	5624.599878293403	12265.32471836133	0.0	92.0	1342.0	4496.0	390548.0
NC_045512.2	102	44369.0	5624.888908922897	12265.686915699473	0.0	92.0	1343.0	4489.0	390548.0
NC_045512.2	103	44369.0	5623.618945660258	12266.803786149698	0.0	92.0	1341.0	4485.0	390546.0
NC_045512.2	104	44369.0	5630.4850684036155	12268.84091275015	0.0	93.0	1347.0	4496.0	390546.0
NC_045512.2	105	44369.0	5629.4802001397375	12269.552875613042	0.0	93.0	1346.0	4494.0	390546.0
NC_045512.2	106	44369.0	5610.407266334603	12273.094990011727	0.0	93.0	1329.0	4426.0	390545.0
NC_045512.2	107	44369.0	5638.066713245735	12276.809777697277	0.0	93.0	1351.0	4517.0	390545.0
NC_045512.2	108	44369.0	5587.278370033131	12296.686944427393	0.0	92.0	1266.0	4375.0	390545.0
NC_045512.2	109	44369.0	5591.035317451374	12300.246847328768	0.0	92.0	1263.0	4390.0	390544.0
NC_045512.2	110	44369.0	5586.060289842007	12304.217410215193	0.0	92.0	1251.0	4362.0	390543.0
NC_045512.2	111	44369.0	5599.562374630936	12307.446472364372	0.0	93.0	1267.0	4411.0	390543.0
NC_045512.2	112	44369.0	5600.069305145485	12309.727449270069	0.0	93.0	1270.0	4404.0	390543.0
NC_045512.2	113	44369.0	5718.329013500417	12335.358056141735	0.0	103.0	1380.0	4702.0	390543.0
NC_045512.2	114	44369.0	5713.504248461764	12340.746360710698	0.0	103.0	1359.0	4697.0	390543.0
NC_045512.2	115	44369.0	5722.036917667741	12344.00544804042	0.0	104.0	1368.0	4719.0	390543.0
NC_045512.2	116	44369.0	5738.457706957561	12349.45882568358	0.0	104.0	1385.0	4773.0	390543.0
NC_045512.2	117	44369.0	5737.21107079267	12351.037330021181	0.0	104.0	1380.0	4771.0	390543.0
NC_045512.2	118	44369.0	5753.346525727422	12357.881531694162	0.0	104.0	1395.0	4822.0	390543.0
NC_045512.2	119	44369.0	5748.955577092114	12361.087055051084	0.0	105.0	1384.0	4814.0	390543.0
NC_045512.2	120	44369.0	5760.980887556628	12369.84012516299	0.0	105.0	1393.0	4827.0	390551.0
NC_045512.2	121	44369.0	5763.477202551331	12373.096790005222	0.0	105.0	1394.0	4833.0	390556.0
NC_045512.2	122	44369.0	5764.325407379026	12377.639585002355	0.0	105.0	1400.0	4810.0	390569.0
NC_045512.2	123	44369.0	5768.618427280308	12382.91508457865	0.0	105.0	1401.0	4813.0	390579.0
NC_045512.2	124	44369.0	5786.861547476842	12392.707833294955	0.0	105.0	1422.0	4851.0	390585.0
NC_045512.2	125	44369.0	5785.514954134644	12396.682059748002	0.0	105.0	1416.0	4843.0	390614.0
NC_045512.2	126	44369.0	5891.265410534382	12443.044087987024	0.0	108.0	1518.0	5170.0	390652.0
NC_045512.2	127	44369.0	5902.629290720999	12445.20686555637	0.0	108.0	1532.0	5190.0	390683.0
NC_045512.2	128	44369.0	5908.998129324528	12450.373595145327	0.0	109.0	1537.0	5207.0	390695.0
NC_045512.2	129	44369.0	5914.396312740878	12453.955981380817	0.0	109.0	1543.0	5218.0	390705.0
NC_045512.2	130	44369.0	5918.246748856183	12459.02502689782	0.0	109.0	1546.0	5221.0	390713.0
NC_045512.2	131	44369.0	5943.448285965426	12473.76108342769	0.0	109.0	1564.0	5298.0	390717.0
NC_045512.2	132	44369.0	5949.733034325768	12480.058522573041	0.0	109.0	1566.0	5309.0	390725.0
NC_045512.2	133	44369.0	5940.282629764024	12489.649247383251	0.0	109.0	1543.0	5291.0	390744.0
NC_045512.2	134	44369.0	5940.16051747842	12491.76363847267	0.0	109.0	1542.0	5287.0	390753.0
NC_045512.2	135	44369.0	5923.0083616939755	12486.174590373063	0.0	109.0	1523.0	5220.0	390760.0
NC_045512.2	136	44369.0	5930.532083211251	12490.677500243411	0.0	109.0	1529.0	5245.0	390764.0
NC_045512.2	137	44369.0	5931.791363339268	12492.272201352995	0.0	109.0	1530.0	5250.0	390767.0
NC_045512.2	138	44369.0	5951.711014447023	12506.08686479953	0.0	110.0	1546.0	5315.0	390771.0
NC_045512.2	139	44369.0	5958.36554801776	12511.777467312448	0.0	110.0	1551.0	5335.0	390773.0
NC_045512.2	140	44369.0	5957.800739254885	12513.18168669022	0.0	110.0	1549.0	5329.0	390781.0
NC_045512.2	141	44369.0	5979.007572854921	12519.724774357257	0.0	110.0	1571.0	5393.0	390784.0
NC_045512.2	142	44369.0	5978.228898555298	12523.420082428533	0.0	110.0	1568.0	5387.0	390791.0
NC_045512.2	143	44369.0	5989.360905136469	12529.061233867345	0.0	110.0	1577.0	5421.0	390802.0
NC_045512.2	144	44369.0	5986.809371407965	12532.273033950629	0.0	110.0	1573.0	5409.0	390818.0
NC_045512.2	145	44369.0	5991.206292681827	12535.958842185466	0.0	110.0	1576.0	5420.0	390850.0
NC_045512.2	146	44369.0	5992.3908134057565	12540.224693743523	0.0	111.0	1576.0	5415.0	390864.0
NC_045512.2	147	44369.0	5992.611530573148	12538.248304721643	0.0	111.0	1578.0	5416.0	390876.0
NC_045512.2	148	44369.0	6024.947959160675	12553.50496572088	0.0	111.0	1607.0	5500.0	390901.0
NC_045512.2	149	44369.0	6031.448263427168	12573.03214956141	0.0	111.0	1601.0	5501.0	390933.0
NC_045512.2	150	44369.0	6086.822961977958	12655.918137631395	0.0	112.0	1610.0	5567.0	391235.0
NC_045512.2	151	44369.0	6189.8894498411055	12833.756023220878	0.0	113.0	1628.0	5593.0	391867.0
NC_045512.2	152	44369.0	6225.627690504632	12902.216602845507	0.0	113.0	1633.0	5595.0	392262.0
NC_045512.2	153	44369.0	6347.261917104284	13138.845686944236	0.0	114.0	1633.0	5638.0	393363.0
NC_045512.2	154	44369.0	6514.94372196804	13454.599678644747	0.0	114.0	1659.0	5702.0	394451.0
NC_045512.2	155	44369.0	6542.229867700422	13506.392690445986	0.0	115.0	1667.0	5711.0	395275.0
NC_045512.2	156	44369.0	6585.255223241453	13596.000804923598	0.0	116.0	1672.0	5732.0	397048.0
NC_045512.2	157	44369.0	6644.778877143952	13740.719973175017	0.0	116.0	1671.0	5726.0	398900.0
NC_045512.2	158	44369.0	6754.54763460975	13927.896958212592	0.0	117.0	1713.0	5829.0	402217.0
NC_045512.2	159	44369.0	8324.94683224774	18160.361102430288	0.0	142.0	1888.0	6481.0	570322.0
NC_045512.2	160	44369.0	8418.170051161847	18349.488194358597	0.0	145.0	1905.0	6546.0	573908.0
NC_045512.2	161	44369.0	8630.614866235435	18899.162797943998	0.0	149.0	1923.0	6637.0	592222.0
NC_045512.2	162	44369.0	8690.411007685547	19055.342338815422	0.0	151.0	1918.0	6671.0	597496.0
NC_045512.2	163	44369.0	9019.031170411774	19831.320054644908	0.0	155.0	1970.0	6853.0	622113.0
NC_045512.2	164	44369.0	9352.969302891659	20603.420633528644	0.0	161.0	2007.0	7035.0	641562.0
NC_045512.2	165	44369.0	9417.179607383534	20754.536948864163	0.0	161.0	2011.0	7076.0	645949.0
NC_045512.2	166	44369.0	9491.48409925849	20971.007705210402	0.0	162.0	2003.0	7106.0	652948.0
NC_045512.2	167	44369.0	9537.816966801145	21180.136314270476	0.0	162.0	1962.0	7101.0	663879.0
NC_045512.2	168	44369.0	9701.20313732561	21603.542922034143	0.0	164.0	1959.0	7174.0	676146.0
NC_045512.2	169	44369.0	9779.23559241813	21830.661114594935	0.0	166.0	1970.0	7213.0	687550.0
NC_045512.2	170	44369.0	9916.260407040952	22159.88130438605	0.0	168.0	1994.0	7296.0	698450.0
NC_045512.2	171	44369.0	9959.675291306994	22261.19886010356	0.0	169.0	2012.0	7331.0	702938.0
NC_045512.2	172	44369.0	10005.97532060673	22349.888201337555	0.0	169.0	2028.0	7390.0	706259.0
NC_045512.2	173	44369.0	10120.247920845635	22611.83060846259	0.0	172.0	2037.0	7471.0	712732.0
NC_045512.2	174	44369.0	10138.330591178526	22654.528690103634	0.0	173.0	2045.0	7485.0	714440.0
NC_045512.2	175	44369.0	10166.823547972685	22754.448018754436	0.0	173.0	2033.0	7498.0	719484.0
NC_045512.2	176	44369.0	10246.64116838333	22986.14697777514	0.0	175.0	2037.0	7514.0	727250.0
NC_045512.2	177	44369.0	10331.180058148708	23126.069104986567	0.0	177.0	2071.0	7619.0	731277.0
NC_045512.2	178	44369.0	10382.064504496382	23257.087842505636	0.0	177.0	2073.0	7646.0	734579.0
NC_045512.2	179	44369.0	10432.074105794587	23312.48786369028	0.0	179.0	2140.0	7716.0	736962.0
NC_045512.2	180	44369.0	10470.124118190628	23415.58974246264	0.0	179.0	2139.0	7749.0	740457.0
NC_045512.2	181	44369.0	10588.061642137529	23660.375038267262	0.0	181.0	2163.0	7869.0	746628.0
NC_045512.2	182	44369.0	10619.03538506615	23738.675086883	0.0	181.0	2170.0	7891.0	749679.0
NC_045512.2	183	44369.0	10638.622980008564	23822.990275824955	0.0	181.0	2145.0	7889.0	752676.0
NC_045512.2	184	44369.0	10672.555996303725	23896.79801686273	0.0	182.0	2150.0	7912.0	754996.0
NC_045512.2	185	44369.0	10646.437061912597	23922.348408318336	0.0	181.0	2054.0	7882.0	755615.0
NC_045512.2	186	44369.0	10651.299015078095	23958.2929449286	0.0	180.0	2040.0	7861.0	756643.0
NC_045512.2	187	44369.0	10665.00915053303	23994.94492579223	0.0	180.0	2044.0	7870.0	758231.0
NC_045512.2	188	44369.0	10648.660731591877	23985.268753678163	0.0	180.0	2036.0	7867.0	758588.0
NC_045512.2	189	44369.0	10670.807703576822	24017.93178612183	0.0	180.0	2039.0	7867.0	759038.0
NC_045512.2	190	44369.0	10661.831413824968	24041.26844759738	0.0	180.0	2003.0	7834.0	759756.0
NC_045512.2	191	44369.0	10713.109062633821	24052.727012924694	0.0	183.0	2095.0	7908.0	760455.0
NC_045512.2	192	44369.0	10717.825305956861	24066.91340752042	0.0	183.0	2097.0	7910.0	761024.0
NC_045512.2	193	44369.0	10718.379454123375	24088.732577178995	0.0	182.0	2086.0	7905.0	761921.0
NC_045512.2	194	44369.0	10752.639049787014	24163.992821119304	0.0	182.0	2096.0	7923.0	764658.0
NC_045512.2	195	44369.0	10780.038585498884	24231.099013972616	0.0	183.0	2104.0	7951.0	766742.0
NC_045512.2	196	44369.0	10818.237192634497	24303.176522851463	0.0	182.0	2132.0	7987.0	769021.0
NC_045512.2	197	44369.0	10826.705470035386	24336.517929364458	0.0	183.0	2123.0	7982.0	770017.0
NC_045512.2	198	44369.0	10829.05801347788	24350.810935420628	0.0	184.0	2124.0	7973.0	770473.0
NC_045512.2	199	44369.0	10823.912236020646	24362.00138069058	0.0	183.0	2114.0	7947.0	771038.0
NC_045512.2	200	44369.0	10767.140976808132	24397.479823316913	0.0	180.0	2037.0	7720.0	772909.0
NC_045512.2	201	44369.0	10787.693119069621	24445.353756904507	0.0	181.0	2043.0	7740.0	774828.0
NC_045512.2	202	44369.0	10803.170096238364	24465.54877659022	0.0	181.0	2058.0	7766.0	775770.0
NC_045512.2	203	44369.0	10809.965155852058	24486.12794068031	0.0	181.0	2060.0	7761.0	776776.0
NC_045512.2	204	44369.0	10816.912596632785	24494.318562859444	0.0	182.0	2064.0	7772.0	777009.0
NC_045512.2	205	44369.0	10829.046879578083	24512.5710348793	0.0	182.0	2068.0	7795.0	777526.0
NC_045512.2	206	44369.0	10828.799589803692	24536.503064109133	0.0	182.0	2052.0	7775.0	778203.0
NC_045512.2	207	44369.0	10830.983907683292	24563.29100221517	0.0	181.0	2024.0	7781.0	779210.0
NC_045512.2	208	44369.0	10841.669296130181	24568.456379458057	0.0	182.0	2055.0	7788.0	779770.0
NC_045512.2	209	44369.0	10849.630237327863	24577.31431706567	0.0	182.0	2064.0	7803.0	780218.0
NC_045512.2	210	44369.0	10862.51242984967	24578.2840741534	0.0	182.0	2094.0	7813.0	780605.0
NC_045512.2	211	44369.0	10884.988753408912	24587.64833177614	0.0	183.0	2108.0	7905.0	780660.0
NC_045512.2	212	44369.0	10889.97962541414	24588.56966068643	0.0	184.0	2113.0	7912.0	780637.0
NC_045512.2	213	44369.0	10887.035835831324	24591.033113827674	0.0	184.0	2108.0	7908.0	780680.0
NC_045512.2	214	44369.0	10879.993373751944	24589.909435437232	0.0	183.0	2099.0	7898.0	780684.0
NC_045512.2	215	44369.0	10917.044152448781	24589.024052550158	0.0	188.0	2145.0	7965.0	780682.0
NC_045512.2	216	44369.0	10914.569113570285	24588.719031715227	0.0	188.0	2141.0	7953.0	780689.0
NC_045512.2	217	44369.0	10910.622484166874	24593.73766034101	0.0	189.0	2114.0	7966.0	780695.0
NC_045512.2	218	44369.0	10915.029232121526	24595.90533121695	0.0	189.0	2113.0	7983.0	780719.0
NC_045512.2	219	44369.0	10923.07681038563	24594.645521301543	0.0	190.0	2124.0	8009.0	780722.0
NC_045512.2	220	44369.0	10922.194212175167	24595.390598666832	0.0	190.0	2122.0	7998.0	780723.0
NC_045512.2	221	44369.0	10941.99121007911	24598.552979518598	0.0	190.0	2152.0	8047.0	780736.0
NC_045512.2	222	44369.0	10938.247537695237	24599.531221202727	0.0	190.0	2148.0	8034.0	780736.0
NC_045512.2	223	44369.0	10954.964344474745	24605.842561022735	0.0	191.0	2156.0	8103.0	780737.0
NC_045512.2	224	44369.0	10957.467713944421	24606.612679243248	0.0	192.0	2158.0	8108.0	780734.0
NC_045512.2	225	44369.0	10935.461606076315	24598.94138321556	0.0	190.0	2139.0	8037.0	780732.0
NC_045512.2	226	44369.0	10943.242083436633	24600.090390086625	0.0	190.0	2148.0	8064.0	780733.0
NC_045512.2	227	44369.0	10944.869165408281	24599.819598517483	0.0	190.0	2156.0	8058.0	780708.0
NC_045512.2	228	44369.0	10941.860082490028	24601.350931907928	0.0	190.0	2144.0	8058.0	780723.0
NC_045512.2	229	44369.0	10971.11823570511	24601.132746946296	0.0	192.0	2193.0	8130.0	780721.0
NC_045512.2	230	44369.0	10941.039937794407	24571.39633196985	0.0	191.0	2159.0	8083.0	779360.0
NC_045512.2	231	44369.0	10912.361671437266	24516.29266535624	0.0	190.0	2127.0	8083.0	776754.0
NC_045512.2	232	44369.0	10923.174513737069	24523.89200849295	0.0	190.0	2132.0	8099.0	775885.0
NC_045512.2	233	44369.0	10935.992291915527	24517.421067507577	0.0	191.0	2129.0	8170.0	774865.0
NC_045512.2	234	44369.0	10946.963668326985	24504.637107987604	0.0	192.0	2149.0	8235.0	774257.0
NC_045512.2	235	44369.0	10961.48067344317	24501.01881073912	0.0	192.0	2165.0	8262.0	774052.0
NC_045512.2	236	44369.0	10958.149969573351	24494.970895564307	0.0	192.0	2158.0	8261.0	773847.0
NC_045512.2	237	44369.0	10948.452996461494	24481.562636159302	0.0	191.0	2150.0	8249.0	773031.0
NC_045512.2	238	44369.0	10920.199418512926	24474.564318799592	0.0	189.0	2083.0	8246.0	772152.0
NC_045512.2	239	44369.0	10937.311411120378	24479.086419333988	0.0	190.0	2095.0	8295.0	771964.0
NC_045512.2	240	44369.0	10937.886655097027	24483.234111846457	0.0	190.0	2076.0	8318.0	771829.0
NC_045512.2	241	44369.0	10961.552547950145	24481.16419243941	0.0	191.0	2111.0	8378.0	771381.0
NC_045512.2	242	44369.0	10962.544298947463	24478.458108313658	0.0	191.0	2111.0	8383.0	771274.0
NC_045512.2	243	44369.0	10971.017354459194	24467.04673841197	0.0	192.0	2131.0	8412.0	770480.0
NC_045512.2	244	44369.0	10959.705131961504	24452.17620356116	0.0	191.0	2119.0	8396.0	769727.0
NC_045512.2	245	44369.0	10954.69744641529	24436.15436416735	0.0	191.0	2121.0	8401.0	769073.0
NC_045512.2	246	44369.0	10954.655908404517	24420.625209238067	0.0	191.0	2132.0	8404.0	768684.0
NC_045512.2	247	44369.0	10962.381707949244	24417.742858009475	0.0	191.0	2139.0	8444.0	768304.0
NC_045512.2	248	44369.0	10923.919831413825	24331.735042860146	0.0	190.0	2132.0	8410.0	762850.0
NC_045512.2	249	44369.0	10940.348734476775	24326.805411254012	0.0	192.0	2150.0	8490.0	762370.0
NC_045512.2	250	44369.0	10885.74628682188	24280.041009494988	0.0	189.0	2056.0	8417.0	758591.0
NC_045512.2	251	44369.0	10841.840113592823	24211.99475108901	0.0	188.0	2057.0	8425.0	756879.0
NC_045512.2	252	44369.0	10814.833509883027	24099.677515618634	0.0	188.0	2052.0	8371.0	749599.0
NC_045512.2	253	44369.0	10764.167549415131	23952.821022261764	0.0	187.0	2049.0	8319.0	742313.0
NC_045512.2	254	44369.0	10745.441975252992	23885.736909787902	0.0	187.0	2075.0	8306.0	739780.0
NC_045512.2	255	44369.0	10717.145259077284	23860.697623617598	0.0	186.0	2042.0	8262.0	738300.0
NC_045512.2	256	44369.0	10646.710000225383	23697.01927809998	0.0	185.0	2024.0	8200.0	729785.0
NC_045512.2	257	44369.0	10497.22247515157	23361.365865042964	0.0	183.0	2010.0	8071.0	719889.0
NC_045512.2	258	44369.0	10426.248687146432	23179.249666735846	0.0	182.0	2013.0	8006.0	710933.0
